Date,GLD,GDX,SLV
2009-12-03,118.7,53.53,18.62
2009-12-04,113.75,50.69,18.15
2009-12-07,113.11,49.76,17.82
2009-12-08,110.95,47.75,17.3
2009-12-09,110.84,48.79,17.15
2009-12-10,110.82,48.74,17.09
2009-12-11,109.32,47.82,16.87
2009-12-14,110.24,48.46,17.08
2009-12-15,110.21,47.48,17.09
2009-12-16,111.59,48.21,17.36
2009-12-17,107.34,45.2,16.79
2009-12-18,108.95,46.29,16.95
2009-12-21,106.95,45.41,16.69
2009-12-22,106.17,45.51,16.64
2009-12-23,106.55,46.93,16.81
2009-12-24,108.36,46.96,17.17
2009-12-28,108.55,46.87,17.22
2009-12-29,107.47,46.43,16.81
2009-12-30,106.93,45.87,16.53
2009-12-31,107.31,46.21,16.54
2010-01-04,109.8,47.71,17.23
2010-01-05,109.7,48.17,17.51
2010-01-06,111.51,49.34,17.86
2010-01-07,110.82,49.1,17.89
2010-01-08,111.37,49.84,18.15
2010-01-11,112.85,50.17,18.21
2010-01-12,110.49,48.35,17.91
2010-01-13,111.54,48.86,18.27
2010-01-14,112.03,48.6,18.31
2010-01-15,110.86,47.42,18.05
2010-01-19,111.52,47.69,18.45
2010-01-20,108.94,45.73,17.57
2010-01-21,107.37,43.75,17.07
2010-01-22,107.17,43.79,16.78
2010-01-25,107.48,43.19,16.83
2010-01-26,107.56,43.13,16.43
2010-01-27,106.53,42.77,16.26
2010-01-28,106.48,42.17,15.92
2010-01-29,105.96,40.72,15.9
2010-02-01,108.35,42.94,16.36
2010-02-02,109.13,43.0,16.35
2010-02-03,108.7,42.57,16.07
2010-02-04,104.37,40.24,15.04
2010-02-05,104.68,42.41,14.9
2010-02-08,104.04,40.78,14.75
2010-02-09,105.41,42.57,15.12
2010-02-10,105.12,42.35,14.95
2010-02-11,107.13,43.99,15.37
2010-02-12,107.04,43.94,15.24
2010-02-16,109.62,44.91,15.82
2010-02-17,109.25,44.71,15.74
2010-02-18,109.98,45.06,15.88
2010-02-19,109.47,44.57,15.97
2010-02-22,109.07,44.09,15.9
2010-02-23,107.89,42.5,15.57
2010-02-24,107.36,42.25,15.62
2010-02-25,108.31,43.45,15.77
2010-02-26,109.43,43.89,16.07
2010-03-01,109.43,44.64,16.11
2010-03-02,111.02,45.51,16.56
2010-03-03,111.63,46.36,16.82
2010-03-04,110.83,45.58,16.79
2010-03-05,110.81,46.43,17.01
2010-03-08,109.88,45.95,16.89
2010-03-09,109.72,45.58,16.92
2010-03-10,108.47,44.96,16.66
2010-03-11,108.6,45.32,16.81
2010-03-12,107.95,44.99,16.76
2010-03-15,108.36,44.94,16.74
2010-03-16,110.4,46.12,17.05
2010-03-17,109.59,46.27,17.08
2010-03-18,110.34,45.97,17.08
2010-03-19,108.28,45.31,16.65
2010-03-22,107.75,45.14,16.6
2010-03-23,108.32,45.28,16.72
2010-03-24,106.3,43.5,16.29
2010-03-25,106.78,42.91,16.32
2010-03-26,108.59,43.71,16.61
2010-03-29,108.75,44.33,17.04
2010-03-30,107.97,43.86,16.95
2010-03-31,108.95,44.41,17.14
2010-04-01,110.26,46.4,17.54
2010-04-05,110.89,46.9,17.75
2010-04-06,111.03,46.81,17.61
2010-04-07,112.49,48.18,17.77
2010-04-08,112.65,48.19,17.72
2010-04-09,113.64,48.68,18.01
2010-04-12,113.01,48.14,17.8
2010-04-13,112.69,47.75,17.84
2010-04-14,113.03,48.09,18.07
2010-04-15,113.65,47.57,18.07
2010-04-16,111.24,46.65,17.41
2010-04-19,111.15,46.59,17.38
2010-04-20,111.46,46.46,17.48
2010-04-21,112.31,46.98,17.77
2010-04-22,111.84,47.36,17.64
2010-04-23,113.19,48.21,17.91
2010-04-26,112.75,48.13,17.93
2010-04-27,114.63,48.28,17.88
2010-04-28,114.31,49.7,17.75
2010-04-29,114.28,50.31,18.14
2010-04-30,115.36,50.51,18.26
2010-05-03,115.73,49.88,18.42
2010-05-04,114.87,49.66,17.59
2010-05-05,115.09,49.24,17.11
2010-05-06,118.49,49.94,17.32
2010-05-07,118.27,49.13,18.0
2010-05-10,117.57,50.14,18.11
2010-05-11,120.66,53.6,18.95
2010-05-12,121.4,53.43,19.12
2010-05-13,120.56,52.66,18.99
2010-05-14,120.37,53.15,18.93
2010-05-17,119.36,51.87,18.53
2010-05-18,119.49,51.49,18.57
2010-05-19,116.63,49.45,17.87
2010-05-20,115.84,47.05,17.35
2010-05-21,115.22,47.21,17.29
2010-05-24,116.84,47.64,17.56
2010-05-25,117.36,48.94,17.54
2010-05-26,118.47,48.99,17.74
2010-05-27,118.69,50.18,18.12
2010-05-28,118.88,49.86,18.03
2010-06-01,119.91,49.81,18.02
2010-06-02,119.78,50.67,17.98
2010-06-03,117.96,49.83,17.64
2010-06-04,119.19,48.82,17.05
2010-06-07,121.49,50.19,17.81
2010-06-08,121.0,50.72,17.89
2010-06-09,120.56,50.2,17.76
2010-06-10,118.98,50.66,17.86
2010-06-11,120.01,50.79,17.85
2010-06-14,119.6,49.9,17.86
2010-06-15,120.99,51.17,18.19
2010-06-16,120.33,51.66,18.08
2010-06-17,121.9,52.96,18.33
2010-06-18,122.83,54.06,18.75
2010-06-21,120.39,52.52,18.33
2010-06-22,121.45,52.14,18.42
2010-06-23,120.95,52.45,18.18
2010-06-24,121.3,52.18,18.26
2010-06-25,122.76,53.88,18.67
2010-06-28,121.09,53.4,18.38
2010-06-29,121.27,51.98,18.13
2010-06-30,121.68,51.96,18.21
2010-07-01,117.04,49.62,17.44
2010-07-02,118.49,49.58,17.46
2010-07-06,116.51,48.91,17.4
2010-07-07,117.73,49.99,17.65
2010-07-08,117.21,49.38,17.61
2010-07-09,118.36,50.48,17.73
2010-07-12,117.34,50.15,17.62
2010-07-13,118.36,50.39,17.82
2010-07-14,118.3,50.26,17.96
2010-07-15,118.23,50.17,17.95
2010-07-16,116.67,48.54,17.49
2010-07-19,115.73,47.53,17.27
2010-07-20,116.65,48.55,17.33
2010-07-21,115.85,48.18,17.31
2010-07-22,116.86,49.16,17.71
2010-07-23,116.09,49.21,17.72
2010-07-26,115.52,48.89,17.78
2010-07-27,113.51,47.09,17.3
2010-07-28,113.78,47.39,17.16
2010-07-29,114.29,47.68,17.24
2010-07-30,115.49,48.22,17.58
2010-08-02,115.54,48.05,17.96
2010-08-03,115.99,48.32,18.02
2010-08-04,116.72,49.62,17.93
2010-08-05,116.98,49.69,17.96
2010-08-06,117.84,50.17,18.07
2010-08-09,117.4,50.19,17.96
2010-08-10,117.73,50.37,17.97
2010-08-11,117.34,49.08,17.53
2010-08-12,118.77,50.31,17.69
2010-08-13,118.74,49.74,17.74
2010-08-16,119.73,50.71,18.0
2010-08-17,119.75,51.29,18.12
2010-08-18,120.22,52.13,18.02
2010-08-19,120.39,51.73,17.92
2010-08-20,119.97,51.28,17.59
2010-08-23,119.78,50.9,17.61
2010-08-24,120.36,50.3,17.99
2010-08-25,121.36,52.0,18.54
2010-08-26,120.96,52.73,18.59
2010-08-27,121.01,53.34,18.7
2010-08-30,120.91,53.12,18.63
2010-08-31,122.08,53.61,18.93
2010-09-01,121.69,52.85,18.96
2010-09-02,122.29,53.57,19.28
2010-09-03,121.86,53.69,19.42
2010-09-07,122.7,53.95,19.36
2010-09-08,122.71,53.67,19.5
2010-09-09,121.56,52.65,19.32
2010-09-10,121.73,53.04,19.42
2010-09-13,121.62,53.0,19.54
2010-09-14,124.02,54.88,20.05
2010-09-15,123.94,54.6,20.17
2010-09-16,124.63,55.36,20.35
2010-09-17,124.54,54.78,20.29
2010-09-20,124.87,55.34,20.29
2010-09-21,126.01,55.67,20.59
2010-09-22,126.2,56.37,20.71
2010-09-23,126.3,55.76,20.66
2010-09-24,126.69,55.67,21.01
2010-09-27,126.72,55.34,20.99
2010-09-28,127.85,56.66,21.29
2010-09-29,127.95,56.51,21.4
2010-09-30,127.91,55.93,21.31
2010-10-01,128.91,56.6,21.65
2010-10-04,128.46,55.55,21.51
2010-10-05,130.99,57.26,22.34
2010-10-06,131.81,58.12,22.69
2010-10-07,130.37,56.58,22.02
2010-10-08,131.66,57.3,22.73
2010-10-11,132.29,57.41,22.78
2010-10-12,131.96,57.17,22.84
2010-10-13,134.07,58.59,23.49
2010-10-14,134.75,58.19,24.03
2010-10-15,133.68,57.41,23.75
2010-10-18,134.28,57.14,23.96
2010-10-19,130.11,54.53,22.84
2010-10-20,131.32,55.46,23.33
2010-10-21,129.47,54.28,22.59
2010-10-22,129.73,54.89,22.76
2010-10-25,130.85,55.74,23.1
2010-10-26,130.88,55.79,23.28
2010-10-27,129.52,54.68,23.07
2010-10-28,131.24,56.36,23.43
2010-10-29,132.62,57.3,24.17
2010-11-01,131.92,57.23,24.07
2010-11-02,132.49,57.67,24.31
2010-11-03,131.57,57.23,24.25
2010-11-04,136.03,59.99,25.63
2010-11-05,136.38,60.09,26.2
2010-11-08,137.78,61.77,27.15
2010-11-09,135.59,59.67,26.18
2010-11-10,137.24,61.33,26.72
2010-11-11,137.66,61.78,27.11
2010-11-12,133.69,60.07,25.52
2010-11-15,132.42,59.47,24.93
2010-11-16,130.97,57.66,24.93
2010-11-17,130.38,58.04,25.0
2010-11-18,132.09,59.03,26.35
2010-11-19,132.2,59.28,26.74
2010-11-22,133.48,60.03,27.17
2010-11-23,134.41,59.62,26.86
2010-11-24,134.18,59.67,26.94
2010-11-26,133.11,58.61,26.13
2010-11-29,133.51,58.87,26.55
2010-11-30,135.42,59.5,27.44
2010-12-01,135.38,60.28,27.81
2010-12-02,135.2,61.18,27.93
2010-12-03,138.07,62.71,28.6
2010-12-06,139.11,63.8,29.51
2010-12-07,136.5,62.38,28.08
2010-12-08,134.79,61.2,27.7
2010-12-09,135.37,61.43,28.03
2010-12-10,135.41,61.66,27.98
2010-12-13,136.05,62.22,28.87
2010-12-14,136.18,62.13,28.81
2010-12-15,134.7,60.99,28.08
2010-12-16,133.81,60.17,28.28
2010-12-17,134.2,60.44,28.51
2010-12-20,135.11,60.57,28.71
2010-12-21,135.32,60.55,28.64
2010-12-22,135.05,59.84,28.57
2010-12-23,134.66,59.89,28.61
2010-12-27,135.02,59.54,28.59
2010-12-28,137.22,61.09,29.53
2010-12-29,137.71,61.31,29.87
2010-12-30,137.03,60.88,29.76
2010-12-31,138.72,61.47,30.18
2011-01-03,138.0,60.77,29.98
2011-01-04,134.75,59.02,29.08
2011-01-05,134.37,58.22,28.61
2011-01-06,133.83,56.74,28.42
2011-01-07,133.58,56.74,28.1
2011-01-10,134.12,56.89,28.29
2011-01-11,134.91,58.04,28.89
2011-01-12,135.46,57.9,29.0
2011-01-13,134.05,56.05,28.0
2011-01-14,132.69,54.88,27.74
2011-01-18,133.43,55.81,28.15
2011-01-19,133.72,55.47,28.08
2011-01-20,131.2,54.64,26.85
2011-01-21,131.03,53.94,26.83
2011-01-24,130.36,53.43,26.36
2011-01-25,130.1,53.12,26.23
2011-01-26,131.16,55.1,26.89
2011-01-27,127.92,53.73,26.29
2011-01-28,130.28,54.2,27.3
2011-01-31,129.87,53.92,27.39
2011-02-01,130.8,55.44,27.87
2011-02-02,130.46,55.03,27.69
2011-02-03,132.2,56.52,28.3
2011-02-04,131.61,56.11,28.41
2011-02-07,131.64,56.12,28.68
2011-02-08,133.13,57.37,29.65
2011-02-09,133.07,56.47,29.52
2011-02-10,132.85,55.93,29.46
2011-02-11,132.35,55.73,29.22
2011-02-14,132.95,56.46,29.96
2011-02-15,133.97,57.51,30.01
2011-02-16,134.1,57.74,29.94
2011-02-17,135.04,58.45,31.03
2011-02-18,135.41,58.98,31.78
2011-02-22,136.29,58.43,32.27
2011-02-23,137.51,59.61,32.71
2011-02-24,136.45,57.74,31.19
2011-02-25,137.4,58.95,32.56
2011-02-28,137.72,59.83,33.12
2011-03-01,139.9,60.79,33.88
2011-03-02,139.93,60.79,33.84
2011-03-03,138.09,59.87,33.41
2011-03-04,139.35,60.4,34.71
2011-03-07,139.73,59.95,35.26
2011-03-08,139.36,59.41,35.18
2011-03-09,139.41,58.94,35.25
2011-03-10,137.77,56.81,34.35
2011-03-11,138.19,57.82,35.03
2011-03-14,138.86,57.81,35.01
2011-03-15,136.27,56.48,33.61
2011-03-16,136.24,55.28,33.37
2011-03-17,136.97,55.72,33.53
2011-03-18,138.37,56.66,34.27
2011-03-21,139.11,58.02,35.28
2011-03-22,139.05,58.17,35.54
2011-03-23,140.34,60.27,36.47
2011-03-24,139.22,59.95,36.12
2011-03-25,139.26,59.52,36.39
2011-03-28,138.56,58.51,36.18
2011-03-29,138.24,58.47,36.2
2011-03-30,138.67,59.62,36.53
2011-03-31,139.82,60.06,36.79
2011-04-01,139.2,59.74,36.86
2011-04-04,139.84,59.74,37.58
2011-04-05,142.05,62.71,38.34
2011-04-06,142.38,62.62,38.62
2011-04-07,142.51,62.51,38.73
2011-04-08,143.66,63.95,39.86
2011-04-11,142.62,62.1,39.21
2011-04-12,141.65,61.09,39.1
2011-04-13,141.9,60.86,39.58
2011-04-14,143.82,61.61,41.07
2011-04-15,145.06,61.51,41.86
2011-04-18,145.93,60.83,42.43
2011-04-19,145.93,61.62,43.0
2011-04-20,146.5,62.13,44.13
2011-04-21,146.74,62.61,45.56
2011-04-25,146.87,61.24,45.83
2011-04-26,146.39,60.21,44.02
2011-04-27,149.21,61.56,47.0
2011-04-28,149.81,61.3,47.23
2011-04-29,152.36,62.16,46.9
2011-05-02,150.43,60.2,42.79
2011-05-03,149.88,58.25,40.6
2011-05-04,147.79,58.4,38.27
2011-05-05,143.47,56.16,33.72
2011-05-06,145.3,56.09,34.47
2011-05-09,147.38,57.21,36.98
2011-05-10,147.9,56.76,37.52
2011-05-11,146.54,54.91,34.39
2011-05-12,146.59,54.65,33.32
2011-05-13,145.63,54.21,34.4
2011-05-16,145.36,54.47,32.85
2011-05-17,144.74,54.98,33.09
2011-05-18,145.6,55.38,34.25
2011-05-19,145.65,55.64,34.28
2011-05-20,147.48,55.69,34.18
2011-05-23,147.82,55.34,34.29
2011-05-24,148.56,56.6,35.75
2011-05-25,148.58,57.08,36.95
2011-05-26,148.22,57.1,36.51
2011-05-27,149.7,57.94,37.04
2011-05-31,149.64,58.15,37.58
2011-06-01,149.88,57.07,35.74
2011-06-02,149.5,56.61,35.29
2011-06-03,150.26,56.49,35.34
2011-06-06,150.48,54.84,35.71
2011-06-07,150.43,54.68,36.13
2011-06-08,149.81,53.44,36.04
2011-06-09,150.58,54.37,36.69
2011-06-10,149.24,53.43,35.26
2011-06-13,147.77,52.52,33.88
2011-06-14,148.73,53.41,34.68
2011-06-15,149.14,53.06,34.88
2011-06-16,149.01,51.8,34.65
2011-06-17,149.94,51.96,34.96
2011-06-20,150.03,52.21,35.09
2011-06-21,150.76,53.96,35.5
2011-06-22,150.99,54.67,35.52
2011-06-23,148.32,54.01,34.37
2011-06-24,146.26,52.58,33.36
2011-06-27,145.73,52.52,32.63
2011-06-28,146.24,53.16,33.0
2011-06-29,147.18,54.37,34.01
2011-06-30,145.98,54.59,33.85
2011-07-01,144.94,53.75,32.97
2011-07-05,147.63,55.4,34.63
2011-07-06,148.9,56.09,35.09
2011-07-07,149.15,56.3,35.51
2011-07-08,150.25,56.29,35.78
2011-07-11,151.61,55.66,34.9
2011-07-12,152.79,57.3,35.23
2011-07-13,154.14,59.27,37.24
2011-07-14,154.54,58.78,37.4
2011-07-15,155.2,59.72,38.25
2011-07-18,156.57,60.58,39.47
2011-07-19,154.67,59.72,38.0
2011-07-20,156.02,60.35,39.12
2011-07-21,154.83,60.13,38.29
2011-07-22,156.08,60.79,39.07
2011-07-25,157.34,60.28,39.31
2011-07-26,157.77,60.31,39.9
2011-07-27,157.19,58.56,39.15
2011-07-28,157.32,58.17,38.76
2011-07-29,158.41,56.94,38.83
2011-08-01,157.7,57.42,38.26
2011-08-02,161.52,58.45,39.82
2011-08-03,161.41,59.2,40.58
2011-08-04,160.64,55.9,37.59
2011-08-05,161.78,55.44,37.32
2011-08-08,167.12,55.36,37.98
2011-08-09,168.61,57.72,36.32
2011-08-10,174.58,59.3,38.46
2011-08-11,170.67,59.85,37.81
2011-08-12,169.97,59.2,38.09
2011-08-15,171.8,60.93,38.67
2011-08-16,173.92,60.27,39.03
2011-08-17,174.42,60.74,39.33
2011-08-18,177.73,59.76,39.66
2011-08-19,179.99,61.27,41.69
2011-08-22,184.59,63.7,42.63
2011-08-23,177.6,61.52,40.62
2011-08-24,171.63,59.96,38.82
2011-08-25,172.23,61.05,40.02
2011-08-26,177.49,62.48,40.41
2011-08-29,173.89,61.91,39.7
2011-08-30,179.05,63.0,40.41
2011-08-31,177.65,62.81,40.44
2011-09-01,177.87,63.46,40.52
2011-09-02,183.23,64.99,42.18
2011-09-06,182.92,65.34,41.0
2011-09-07,177.08,65.43,40.5
2011-09-08,181.78,66.69,41.22
2011-09-09,180.7,65.8,40.52
2011-09-12,176.67,63.94,39.14
2011-09-13,178.54,64.44,39.87
2011-09-14,177.21,63.13,39.59
2011-09-15,174.39,62.82,38.79
2011-09-16,176.03,64.11,39.39
2011-09-19,173.27,63.49,38.65
2011-09-20,175.78,65.63,38.83
2011-09-21,173.59,64.28,38.56
2011-09-22,169.05,59.3,34.92
2011-09-23,159.8,56.36,29.98
2011-09-26,157.58,57.39,29.77
2011-09-27,160.63,57.07,31.18
2011-09-28,156.2,54.52,28.85
2011-09-29,157.7,55.03,29.96
2011-09-30,158.08,55.19,28.93
2011-10-03,160.99,54.45,29.49
2011-10-04,157.63,52.47,29.09
2011-10-05,159.49,54.87,29.66
2011-10-06,160.49,56.27,31.2
2011-10-07,159.18,54.88,30.23
2011-10-10,163.24,56.84,31.28
2011-10-11,162.1,56.91,31.38
2011-10-12,163.26,57.39,31.77
2011-10-13,162.3,56.27,30.92
2011-10-14,163.4,58.0,31.34
2011-10-17,162.62,56.55,31.04
2011-10-18,161.84,56.97,31.4
2011-10-19,159.75,53.54,30.19
2011-10-20,157.77,53.13,29.73
2011-10-21,159.52,53.98,30.48
2011-10-24,161.02,56.03,30.89
2011-10-25,165.59,57.45,32.43
2011-10-26,167.31,57.97,32.47
2011-10-27,169.94,59.02,32.92
2011-10-28,169.62,60.48,34.29
2011-10-31,167.34,58.83,33.44
2011-11-01,167.41,58.51,32.33
2011-11-02,169.06,59.96,33.25
2011-11-03,171.72,61.83,33.63
2011-11-04,170.85,61.3,33.17
2011-11-07,174.98,63.32,34.08
2011-11-08,173.53,62.5,34.0
2011-11-09,172.07,60.68,33.09
2011-11-10,171.14,60.17,33.14
2011-11-11,173.96,62.31,33.74
2011-11-14,173.2,61.17,33.33
2011-11-15,173.36,61.33,33.66
2011-11-16,171.51,60.31,32.82
2011-11-17,167.07,57.87,30.64
2011-11-18,167.62,57.06,31.39
2011-11-21,163.5,56.2,30.76
2011-11-22,165.31,57.04,31.89
2011-11-23,164.83,55.49,30.9
2011-11-25,163.4,54.79,30.2
2011-11-28,166.63,56.2,31.27
2011-11-29,166.88,56.46,31.03
2011-11-30,170.13,60.49,32.0
2011-12-01,169.64,60.3,31.86
2011-12-02,169.92,58.07,31.64
2011-12-05,167.32,57.86,31.05
2011-12-06,168.18,59.02,31.93
2011-12-07,169.34,58.96,31.6
2011-12-08,165.95,57.21,30.68
2011-12-09,166.4,57.83,31.33
2011-12-12,161.97,55.8,30.49
2011-12-13,158.45,54.04,29.82
2011-12-14,152.89,52.38,28.07
2011-12-15,152.33,51.68,28.22
2011-12-16,155.23,52.68,28.85
2011-12-19,154.85,51.17,27.94
2011-12-20,156.98,53.09,28.77
2011-12-21,157.16,52.91,28.6
2011-12-22,156.04,52.35,28.33
2011-12-23,156.31,52.79,28.28
2011-12-27,154.91,51.9,27.87
2011-12-28,151.05,50.07,26.25
2011-12-29,150.34,51.2,27.08
2011-12-30,151.99,51.43,26.94
2012-01-03,155.92,53.81,28.83
2012-01-04,156.71,53.74,28.39
2012-01-05,157.78,53.9,28.5
2012-01-06,157.2,53.35,27.91
2012-01-09,156.5,53.7,28.14
2012-01-10,158.64,54.51,29.05
2012-01-11,159.65,54.31,29.14
2012-01-12,160.38,54.72,29.31
2012-01-13,159.26,54.05,28.81
2012-01-17,160.5,53.17,29.2
2012-01-18,161.6,53.24,29.65
2012-01-19,161.22,52.15,29.74
2012-01-20,162.07,52.18,31.22
2012-01-23,163.16,53.01,31.39
2012-01-24,162.01,51.77,31.08
2012-01-25,166.42,55.23,32.37
2012-01-26,167.27,55.76,32.43
2012-01-27,168.97,57.14,32.96
2012-01-30,168.03,56.46,32.53
2012-01-31,169.31,56.46,32.28
2012-02-01,169.56,56.59,32.73
2012-02-02,171.05,57.47,33.36
2012-02-03,167.66,56.44,32.68
2012-02-06,167.18,56.18,32.68
2012-02-07,169.7,55.88,33.26
2012-02-08,168.5,55.54,33.04
2012-02-09,168.02,55.25,32.9
2012-02-10,167.14,54.49,32.51
2012-02-13,167.51,54.3,32.73
2012-02-14,167.12,53.77,32.54
2012-02-15,168.09,53.56,32.45
2012-02-16,168.0,54.97,32.57
2012-02-17,167.37,54.15,32.28
2012-02-21,171.02,55.79,33.4
2012-02-22,172.94,56.83,33.44
2012-02-23,173.02,57.26,34.4
2012-02-24,172.25,56.46,34.36
2012-02-27,171.7,56.05,34.36
2012-02-28,173.49,57.33,35.83
2012-02-29,164.29,55.35,33.55
2012-03-01,166.56,55.9,34.44
2012-03-02,166.36,54.79,33.77
2012-03-05,165.65,53.62,33.03
2012-03-06,162.71,52.45,32.02
2012-03-07,163.63,52.67,32.41
2012-03-08,165.28,53.31,32.84
2012-03-09,166.4,53.24,33.22
2012-03-12,165.01,52.37,32.63
2012-03-13,162.13,52.11,32.26
2012-03-14,159.57,50.14,31.25
2012-03-15,161.08,50.14,31.53
2012-03-16,161.3,49.93,31.58
2012-03-19,161.59,49.6,31.98
2012-03-20,160.13,49.86,31.16
2012-03-21,160.21,49.76,31.21
2012-03-22,159.54,48.75,30.54
2012-03-23,161.53,49.77,31.23
2012-03-26,164.4,50.63,31.95
2012-03-27,163.24,49.92,31.59
2012-03-28,161.51,48.94,31.16
2012-03-29,161.28,49.09,31.36
2012-03-30,162.14,49.57,31.37
2012-04-02,162.94,50.37,32.05
2012-04-03,159.89,48.75,31.65
2012-04-04,157.17,46.7,30.33
2012-04-05,158.31,46.2,30.72
2012-04-09,159.37,46.47,30.59
2012-04-10,161.1,47.01,30.81
2012-04-11,161.04,46.48,30.66
2012-04-12,162.72,48.16,31.44
2012-04-13,160.85,47.5,30.55
2012-04-16,160.46,46.64,30.56
2012-04-17,160.27,47.13,30.8
2012-04-18,159.31,46.63,30.64
2012-04-19,159.43,46.61,30.8
2012-04-20,159.54,46.12,30.75
2012-04-23,159.07,45.04,29.97
2012-04-24,159.3,45.14,29.93
2012-04-25,159.62,46.26,29.86
2012-04-26,161.03,46.25,30.18
2012-04-27,161.38,46.8,30.37
2012-04-30,161.88,46.39,30.11
2012-05-01,161.32,46.44,30.06
2012-05-02,160.6,45.66,29.78
2012-05-03,158.97,43.88,29.29
2012-05-04,159.47,44.05,29.4
2012-05-07,159.08,43.67,29.21
2012-05-08,156.0,42.17,28.67
2012-05-09,154.47,43.02,28.38
2012-05-10,154.76,43.09,28.25
2012-05-11,153.57,42.36,28.08
2012-05-14,151.33,40.97,27.42
2012-05-15,149.74,39.34,26.86
2012-05-16,149.46,39.56,26.37
2012-05-17,152.8,41.34,27.24
2012-05-18,154.55,41.62,27.79
2012-05-21,154.65,43.01,27.68
2012-05-22,152.08,42.54,27.34
2012-05-23,151.62,44.44,27.05
2012-05-24,151.41,44.63,27.44
2012-05-25,152.68,44.91,27.62
2012-05-29,151.02,44.09,27.1
2012-05-30,151.88,44.24,27.12
2012-05-31,151.62,43.78,26.96
2012-06-01,157.5,46.66,27.62
2012-06-04,157.32,47.33,27.46
2012-06-05,157.14,47.53,27.72
2012-06-06,157.21,47.58,28.51
2012-06-07,154.5,45.99,27.79
2012-06-08,154.73,46.33,27.75
2012-06-11,155.36,45.65,27.79
2012-06-12,156.45,46.77,28.12
2012-06-13,157.14,46.81,28.01
2012-06-14,157.75,46.93,27.82
2012-06-15,157.84,46.92,27.81
2012-06-18,157.93,47.73,27.87
2012-06-19,157.16,47.68,27.64
2012-06-20,155.97,47.27,27.26
2012-06-21,152.0,44.83,26.12
2012-06-22,152.64,44.58,26.15
2012-06-25,153.76,45.17,26.71
2012-06-26,152.62,44.45,26.3
2012-06-27,152.83,44.28,26.13
2012-06-28,151.05,43.31,25.63
2012-06-29,155.19,44.77,26.65
2012-07-02,155.09,44.76,26.73
2012-07-03,157.46,46.45,27.49
2012-07-05,155.68,45.77,26.88
2012-07-06,153.72,44.43,26.3
2012-07-09,154.04,44.25,26.52
2012-07-10,152.15,42.87,26.06
2012-07-11,152.99,41.94,26.25
2012-07-12,152.54,41.69,26.35
2012-07-13,154.14,42.31,26.44
2012-07-16,154.21,42.16,26.49
2012-07-17,153.47,41.7,26.47
2012-07-18,153.05,41.12,26.42
2012-07-19,153.38,41.58,26.42
2012-07-20,153.67,41.73,26.48
2012-07-23,153.03,40.7,26.21
2012-07-24,153.52,40.72,26.22
2012-07-25,155.67,41.96,26.53
2012-07-26,156.77,42.83,26.71
2012-07-27,157.61,43.13,26.96
2012-07-30,157.43,43.72,27.36
2012-07-31,156.54,42.78,27.12
2012-08-01,155.14,42.25,26.54
2012-08-02,154.13,42.04,26.31
2012-08-03,155.55,42.86,26.96
2012-08-06,156.3,43.73,27.11
2012-08-07,156.32,44.23,27.27
2012-08-08,156.45,43.93,27.21
2012-08-09,156.99,44.56,27.29
2012-08-10,157.22,44.85,27.26
2012-08-13,155.99,44.24,26.92
2012-08-14,155.13,43.93,26.96
2012-08-15,155.63,44.15,26.98
2012-08-16,156.56,45.65,27.37
2012-08-17,156.72,45.34,27.24
2012-08-20,157.26,45.62,27.95
2012-08-21,158.83,46.38,28.37
2012-08-22,160.54,47.5,28.92
2012-08-23,161.91,47.42,29.59
2012-08-24,161.96,47.54,29.74
2012-08-27,161.36,46.9,29.74
2012-08-28,161.64,46.85,29.93
2012-08-29,160.59,46.39,29.75
2012-08-30,160.52,46.02,29.44
2012-08-31,164.22,47.94,30.79
2012-09-04,164.48,47.77,31.36
2012-09-05,164.31,47.93,31.27
2012-09-06,164.9,49.15,31.67
2012-09-07,168.44,50.46,32.64
2012-09-10,167.29,49.48,32.29
2012-09-11,167.9,49.81,32.41
2012-09-12,167.92,50.01,32.21
2012-09-13,171.33,52.52,33.61
2012-09-14,171.8,53.86,33.6
2012-09-17,170.4,53.89,32.99
2012-09-18,171.71,54.29,33.7
2012-09-19,171.74,54.79,33.57
2012-09-20,171.47,54.34,33.58
2012-09-21,171.96,54.81,33.47
2012-09-24,171.08,52.93,32.93
2012-09-25,170.73,52.17,32.68
2012-09-26,169.81,52.45,32.87
2012-09-27,172.36,53.96,33.56
2012-09-28,172.02,53.71,33.48
2012-10-01,172.35,53.87,33.65
2012-10-02,172.1,53.59,33.5
2012-10-03,172.41,52.72,33.51
2012-10-04,173.61,54.25,33.93
